"filename", "language", "pip requirements", "Python", "C++", "Markdown", "reStructuredText", "Ini", "CMake", "toml", "Shell Script", "XML", "CSS", "YAML", "JSON", "comment", "blank", "total"
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_python_multiple_inheritance.cpp", "C++", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 46
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_python_multiple_inheritance.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 36
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_pytypes.cpp", "C++", 0, 0, 679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 111, 847
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_pytypes.py", "Python", 0, 753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 196, 955
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_sequences_and_iterators.cpp", "C++", 0, 0, 487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 67, 601
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_sequences_and_iterators.py", "Python", 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 65, 266
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_smart_ptr.cpp", "C++", 0, 0, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 65, 474
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_smart_ptr.py", "Python", 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 57, 316
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_stl.cpp", "C++", 0, 0, 417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 75, 552
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_stl.py", "Python", 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 92, 382
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_stl_binders.cpp", "C++", 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 36, 277
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_stl_binders.py", "Python", 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 88, 394
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_tagbased_polymorphic.cpp", "C++", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 148
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_tagbased_polymorphic.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_thread.cpp", "C++", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 67
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_thread.py", "Python", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_type_caster_pyobject_ptr.cpp", "C++", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 131
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_type_caster_pyobject_ptr.py", "Python", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35, 105
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_union.cpp", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 23
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_union.py", "Python", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_unnamed_namespace_a.cpp", "C++", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_unnamed_namespace_a.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_unnamed_namespace_b.cpp", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_unnamed_namespace_b.py", "Python", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_vector_unique_ptr_member.cpp", "C++", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 55
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_vector_unique_ptr_member.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_virtual_functions.cpp", "C++", 0, 0, 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 72, 593
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tests\test_virtual_functions.py", "Python", 0, 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 93, 459
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\FindCatch.cmake", "CMake", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 9, 77
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\FindEigen3.cmake", "CMake", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 17, 87
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\FindPythonLibsNew.cmake", "CMake", 0, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 0, 0, 30, 311
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\JoinPaths.cmake", "CMake", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\check-style.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 13, 6, 45
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\codespell_ignore_lines_from_errors.py", "Python", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\libsize.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 37
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\make_changelog.py", "Python", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 91
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\pybind11Common.cmake", "CMake", 0, 0, 0, 0, 0, 0, 365, 0, 0, 0, 0, 0, 0, 0, 55, 420
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\pybind11NewTools.cmake", "CMake", 0, 0, 0, 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 43, 312
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\pybind11Tools.cmake", "CMake", 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 32, 240
"c:\Users\Moin\VSCodeProject\bmslogic\extern\pybind11\tools\pyproject.toml", "toml", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Moin\VSCodeProject\bmslogic\requirements.txt", "pip requirements", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\Moin\VSCodeProject\bmslogic\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Moin\VSCodeProject\bmslogic\tests\path_definations.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\parameters_funcs.py", "Python", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\py_solvers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\py_solvers\test_py_battery.py", "Python", 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 178
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\py_solvers\test_py_coords.py", "Python", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24, 137
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\py_solvers\test_py_degradation.py", "Python", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 101
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\py_solvers\test_py_electrode_conc.py", "Python", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 175
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\py_solvers\test_py_electrolyte_conc.py", "Python", 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 47, 340
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_battery_components.py", "Python", 0, 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 54, 368
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_cyclers.py", "Python", 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39, 195
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_models.py", "Python", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33, 169
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_py_battery_components.py", "Python", 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 56, 411
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_py_cyclers.py", "Python", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 94
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_py_models.py", "Python", 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 60, 299
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_py_parameter_set_manager.py", "Python", 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 46, 237
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_py_solution.py", "Python", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 62
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_solutions_and_plots.py", "Python", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 17, 97
"c:\Users\Moin\VSCodeProject\bmslogic\tests\simulations\cell\test_solvers.py", "Python", 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 38, 258
"Total", "-", 29, 17575, 27060, 562, 7858, 61, 1284, 86, 26, 854, 3, 1475, 32, 8614, 13087, 78606
